address,ishostedbysuperhost,location_lat,location_lng,name,numberofguests,pricing_rate_amount,pricing_rate_amountformatted,pricing_rate_currency,pricing_ratetype,primaryhost_firstname,primaryhost_hasprofilepic,primaryhost_hosturl,primaryhost_id,primaryhost_languages_0,primaryhost_languages_1,primaryhost_languages_2,primaryhost_languages_3,primaryhost_membersince,primaryhost_responserate,primaryhost_responsetime,primaryhost_smartname,roomtype,stars,primaryhost_about,identity_verified,review_count,identity_verified_1,review_count_1
"Karachi, Sindh, Pakistan",False,24.77607,67.06528,Superior Double Room at Four Square by WI Hotels,2.0,41.0,41.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/350555191,350555191.0,English,हिन्दी,Punjabi,Pashto,Not Available,0.8,within a few hours,Muhammad,Private room,5.0,"Welcome to World Inn Hotel Karachi!

We are delighted to have you as our guest and hope that your stay will be comfortable and enjoyable one.

World Inn Hotel Karachi is situated at the prime location of the city, in the central of the city only 20 kilometers away from Quaid e Azam International Airport. The location provides easy access to Karachi beach, shopping malls, parks, local area market and sightseeing of the cultural monuments.

We wish you a pleasant and enjoyable stay at World Inn Hotel Karachi.",False,5,True,0
"Karachi, Sindh, Pakistan",False,24.79258,67.06467,Superior Twin Room at Four Square by WI Hotels,2.0,41.0,41.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/350555191,350555191.0,English,हिन्दी,Punjabi,Pashto,Not Available,0.8,within a few hours,Muhammad,Private room,5.0,"Welcome to World Inn Hotel Karachi!

We are delighted to have you as our guest and hope that your stay will be comfortable and enjoyable one.

World Inn Hotel Karachi is situated at the prime location of the city, in the central of the city only 20 kilometers away from Quaid e Azam International Airport. The location provides easy access to Karachi beach, shopping malls, parks, local area market and sightseeing of the cultural monuments.

We wish you a pleasant and enjoyable stay at World Inn Hotel Karachi.",False,5,True,0
"Lahore, Punjab, Pakistan",True,31.54741,74.40422,"Sweet Corner
(Not For Love Birds)",3.0,23.0,23.0,USD,nightly,Bilal,1.0,https://www.airbnb.com/users/show/165321901,165321901.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Bilal,Entire place,4.93,"I am a semi-retired person. I've spent most of my professional life in gulf. 
If you are traveling to Lahore and want to have home-like feeling then this apartment is your perfect destination.",False,104,True,0
"Lahore, Punjab, Pakistan",False,31.2706,74.41125,Sweet home,2.0,13.0,13.0,USD,nightly,Kaukab,1.0,https://www.airbnb.com/users/show/280416173,280416173.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Kaukab,Private room ,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",True,31.36287,74.1841,"sweet luxury, flat free parking & WiFi",3.0,29.0,29.0,USD,nightly,Ahsan,1.0,https://www.airbnb.com/users/show/375305320,375305320.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Ahsan,Entire place,4.97,"Why AHSAN ?

im a Person with 7 years  of experience in hospitality business and my experience of hospitality comes from working in renowned hospitality chains like CONRED in Maldives and SHERATON in Dubai HILTON in Turkey, with this sound knowledge and international experience of hospitality industry i know how it works and how to serve my guests .

For me nothing  is more  important than my guest's experience.  
it's a promise on your first  visit you will come as guest and on second visit you will come back as family  friend.",False,104,True,0
"Lahore, Punjab, Pakistan",True,31.45188,74.27386,Sweet Room,3.0,13.0,13.0,USD,nightly,Muhammad Nauman,1.0,https://www.airbnb.com/users/show/215698441,215698441.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Muhammad Nauman,Private room ,4.86,"My name is Hafiz Muhammad Nauman Hamid. Basically I am a social worker, educationist and motivational speaker. I am also running an institute in Lahore where children from poor families study their formal education free of cost.",False,194,True,0
"Lahore, Punjab, Pakistan",False,31.45581,74.2719,Sweet Stay in Johar Town - One Bedroom Unit,2.0,31.0,31.0,USD,nightly,Ahsan,1.0,https://www.airbnb.com/users/show/388448501,388448501.0,Urdu,English,Punjabi,Pashto,Not Available,0.33,a few days or more,Ahsan,Private room ,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",False,24.78,67.062,Swisstel cottage Hotel,2.0,91.0,91.0,USD,nightly,Swisstel Cottage,1.0,https://www.airbnb.com/users/show/230462565,230462565.0,English,English,Punjabi,Pashto,Not Available,0.75,within a day,Swisstel Cottage,Private room,5.0,"Get the celebrity treatment with world-class service at Swisstel Cottage
 One of our bestsellers in Karachi!
Featuring a garden and free WiFi, Swisstel Cottage is situated in Karachi. This 5-star hotel has air-conditioned rooms with a private bathroom. The accommodation offers a 24-hour front desk and room service for guests.

The rooms in the hotel are fitted with a kettle.

A buffet breakfast is available each morning at Swisstel Cottage.

The nearest airport is Jinnah International Airport, 23 km from the accommodation.

Clifton is a great choice for travellers interested in culturally diverse food, shopping and shopping for clothes.",False,0,False,0
"Karachi, Sindh, Pakistan",True,24.94426,67.17905,Syed's Place | Three Bedroom Luxurious Apartment,6.0,71.0,71.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/252302428,252302428.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Syed,Entire place,4.83,"Hello, 

I am an aviator - not just that, but an aviator who loves to explore different ethnicities and cultures. 

Simultaneously, I am trying to make your living experience in Karachi better  

Happy travelling <3",False,70,True,0
"Karachi, Sindh, Pakistan",True,24.93284,67.17666,Syed's Place | Two Bedroom Luxurious Apartment,4.0,67.0,67.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/252302428,252302428.0,English,हिन्दी,Punjabi,Pashto,Not Available,1.0,within an hour,Syed,Entire place,4.87,"Hello, 

I am an aviator - not just that, but an aviator who loves to explore different ethnicities and cultures. 

Simultaneously, I am trying to make your living experience in Karachi better  

Happy travelling <3",False,70,True,0
"Lahore, Punjab, Pakistan",False,31.45186,74.29388,Syeds House,4.0,17.0,17.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/289186372,289186372.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Syed,Private room ,5.0,Not Available,False,0,False,0
"Rawalpindi, Punjab, Pakistan",False,33.61283,72.86465,"Tabi's Inn
Peace and Comfort",4.0,23.0,23.0,USD,nightly,Mubasher,1.0,https://www.airbnb.com/users/show/256596401,256596401.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Mubasher,Entire place,5.0,I am 24 years old single person who loves welcoming the guests from all over the world and provide them best services possible.,False,5,True,0
"Lahore, Punjab, Pakistan",False,31.48423,74.2584,Temporary Accommodation available,4.0,23.0,23.0,USD,nightly,Burhan,1.0,https://www.airbnb.com/users/show/344718989,344718989.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Burhan,Private room ,5.0,"Traveler, Reader and Enterprenuer.",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.45438,74.38638,The Artist’s basement,4.0,34.0,34.0,USD,nightly,Osama,1.0,https://www.airbnb.com/users/show/196030095,196030095.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.67,within a few hours,Osama,Private room ,5.0,I am a multi disciplinary artist. Surrounded by art and artist most of the time.,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.35544,74.18328,The best you can get to spend the time.,2.0,34.0,34.0,USD,nightly,Danish,1.0,https://www.airbnb.com/users/show/340034104,340034104.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Danish,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.90546,67.11419,The blue seaview Guest House,1.0,45.0,45.0,USD,nightly,Naeem,1.0,https://www.airbnb.com/users/show/399720441,399720441.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Naeem,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.44972,74.25738,The Brown Luxury| Natural Lights | Peaceful nights,2.0,23.0,23.0,USD,nightly,Kamran,1.0,https://www.airbnb.com/users/show/434320934,434320934.0,Urdu,English,Punjabi,Pashto,Not Available,0.9,within an hour,Kamran,Private room ,5.0,Not Available,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.528,73.12,The Budget Standard 04 @ Garrison City Getaways,3.0,13.0,13.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/246282432,246282432.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Syed,Private room,5.0,"I have been hosting on AirBnB for two years, and as a Superhost for a year and a half. It's been great meeting people from all over the world. I try to offer comfort and stress-free stays at my home. 

For this AirBnB host, communication is key! It is impossible to meet the standards and needs of so many different types of guests every time. So I try to be responsive, forthcoming, and cooperative according to your needs and expectations.

Be open in your inquiries so I can help you secure your needs, and provide your friends and family with the best possible staycation experience.",False,85,True,0
"Karachi, Sindh, Pakistan",False,24.9,67.117,The Elegant Guest House Rooms Gulshan 1st Floor,1.0,63.0,63.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/313270107,313270107.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Abdul,Private room,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70571,72.97916,The Elegant/ Sanitised/ 1BHK/ Central City,3.0,42.0,42.0,USD,nightly,Junaid,1.0,https://www.airbnb.com/users/show/296718548,296718548.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,1.0,within an hour,Junaid,Entire place,4.94,"Hi there! My name is Junaid, and i've been living here in Islamabad since I was kid, and know the city like the back of my hand! I enjoy helping guests have the best stay possible and have been host from last many years. Iam here to make sure you enjoy your stay in Islamabad. Hopefully we'll chat soon. Cheers",False,162,True,0
"Karachi, Sindh, Pakistan",False,24.83557,67.29827,The Enterprise-Karachi,15.0,86.0,86.0,USD,nightly,Asim,1.0,https://www.airbnb.com/users/show/318293958,318293958.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Asim,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.55009,73.11201,The Grande,1.0,84.0,84.0,USD,nightly,Abdul,1.0,https://www.airbnb.com/users/show/95718705,95718705.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Abdul,Private room,5.0,Earth link real estate,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.7263,73.0502,the guest wing,2.0,70.0,70.0,USD,nightly,Guest,1.0,https://www.airbnb.com/users/show/309142144,309142144.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Guest,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.67725,72.82617,The Hill Views house,5.0,34.0,34.0,USD,nightly,Malik,1.0,https://www.airbnb.com/users/show/366720282,366720282.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Malik,Entire place,3.86,Not Available,False,7,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70048,73.01075,The House of Gucci. One BHK designers apt in F10,4.0,63.0,63.0,USD,nightly,Riff,1.0,https://www.airbnb.com/users/show/183879521,183879521.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Riff,Entire place,4.8,Not Available,False,418,False,0
"Karachi, Sindh, Pakistan",False,24.78167,67.0569,The Mariner's Inn ⛵ (Fully Sanitised),4.0,27.0,27.0,USD,nightly,Ali,1.0,https://www.airbnb.com/users/show/279155245,279155245.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Ali,Entire place,4.86,"Keen to meet new people, I decided to rent the vacant room in house, and have been expanding since then. I am a banker by profession, traveler by passion. Natural inclination towards socialization coupled with personal interest in hosting business, here I am listing my places on Airbnb. I personally make sure you get hotel like services while you stay in home like comfort.",False,57,True,0
"Karachi, Sindh, Pakistan",False,24.81363,67.01438,The Muslim Guest House,16.0,24.0,24.0,USD,nightly,Hilal,1.0,https://www.airbnb.com/users/show/418514551,418514551.0,Urdu,English,Punjabi,Pashto,Not Available,0.5,within a day,Hilal,Private room,5.0,Not Available,True,0,False,0
"Karachi, Sindh, Pakistan",True,24.80903,67.0421,The Oak Tree House in Defence DHA in a Bungalow,4.0,50.0,50.0,USD,nightly,Herra,1.0,https://www.airbnb.com/users/show/292154396,292154396.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Herra,Private room,4.0,hospitality travel enthusiast :),False,57,True,0
"Karachi, Sindh, Pakistan",True,24.8093,67.0425,The Oak Tree House in DHA Defence,3.0,49.0,49.0,USD,nightly,Herra,1.0,https://www.airbnb.com/users/show/292154396,292154396.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Herra,Private room,4.76,hospitality travel enthusiast :),False,57,True,0
"Karachi, Sindh, Pakistan",True,24.80881,67.04196,The Oak Tree House in DHA Defence (Original Pics),4.0,52.0,52.0,USD,nightly,Herra,1.0,https://www.airbnb.com/users/show/292154396,292154396.0,English,English,Punjabi,Pashto,Not Available,1.0,within an hour,Herra,Private room,5.0,hospitality travel enthusiast :),False,57,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68918,72.97912,The OAKS IN,6.0,67.0,67.0,USD,nightly,Waqas,1.0,https://www.airbnb.com/users/show/370278875,370278875.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Waqas,Entire place,5.0,Not Available,False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.71415,73.10819,The One Constitutional Avenue Premium Apartments,4.0,68.0,68.0,USD,nightly,Aashir,1.0,https://www.airbnb.com/users/show/134417172,134417172.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Aashir,Entire place,4.9,Not Available,False,20,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.71102,73.05184,The Pearl Lodge,3.0,27.0,27.0,USD,nightly,Javed,1.0,https://www.airbnb.com/users/show/304006012,304006012.0,العربية,English,हिन्दी,Pashto,Not Available,0.2,a few days or more,Javed,Private room,5.0,"The Pearl Lodge  located beautiful place  in Islamabad. New Furniture, 10 bedroom with attached Bathroom. The pearl lodge has separate  entrance and private extra safe parking. grocery Store, Gym, shopping mall (Safa Gold, Centaurus Mall) and Super Market are just  walk away from here. 40 Min away from the Islamabad International airport. The Pearl Lodge is highly secured and housekeeping also available.",False,3,True,0
"Lahore, Punjab, Pakistan",False,31.45924,74.45167,The Perfect place . Its cosy comfy and peaceful,2.0,34.0,34.0,USD,nightly,Muhammad,1.0,https://www.airbnb.com/users/show/280327790,280327790.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.85339,67.07149,The place,2.0,23.0,23.0,USD,nightly,Muhammad Nauman,1.0,https://www.airbnb.com/users/show/253987184,253987184.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Muhammad Nauman,Private room,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.66833,73.06658,The place you want for a family,5.0,62.0,62.0,USD,nightly,Ahmad Shakeeb,1.0,https://www.airbnb.com/users/show/142787465,142787465.0,Urdu,English,Punjabi,Pashto,Not Available,0.33,a few days or more,Ahmad Shakeeb,Entire place,5.0,Not Available,False,0,False,0
"Lahore, Punjab, Pakistan",False,31.36221,74.22416,The Retreat,4.0,34.0,34.0,USD,nightly,Farooq,1.0,https://www.airbnb.com/users/show/73051762,73051762.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Farooq,Private room ,5.0,Not Available,False,0,False,0
"Karachi, Sindh, Pakistan",False,24.783,67.05655,The Second Home,3.0,46.0,46.0,USD,nightly,Ali,1.0,https://www.airbnb.com/users/show/279155245,279155245.0,English,हिन्दी,ਪੰਜਾਬੀ,Türkçe,Not Available,1.0,within an hour,Ali,Entire place,4.5,"Keen to meet new people, I decided to rent the vacant room in house, and have been expanding since then. I am a banker by profession, traveler by passion. Natural inclination towards socialization coupled with personal interest in hosting business, here I am listing my places on Airbnb. I personally make sure you get hotel like services while you stay in home like comfort.",False,57,True,0
"Lahore, Punjab, Pakistan",False,31.44712,74.44041,The Zenaye Experience,15.0,57.0,57.0,USD,nightly,Zain,1.0,https://www.airbnb.com/users/show/359627922,359627922.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6,within a day,Zain,Entire place,5.0,"Director 
Cinematographer 
Editor 
Colorist 
Beatboxer
Rapper 
Music Producer 

Founder:
Zenaye Studios
Zenaye Weddings",True,0,False,0
"Lahore, Punjab, Pakistan",False,31.42459,74.25783,There’s no place like HOME,2.0,43.0,43.0,USD,nightly,Muhammad Bilal,1.0,https://www.airbnb.com/users/show/370769121,370769121.0,English,ਪੰਜਾਬੀ,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Muhammad Bilal,Private room ,5.0,Ready to Host,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.45595,74.24828,Thokar niaz baig raiwind road,3.0,13.0,13.0,USD,nightly,Shazib,1.0,https://www.airbnb.com/users/show/189746900,189746900.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Shazib,Private room ,5.0,If u need a cozy place to spend your night I can be a reasonable host,False,0,False,0
"Lahore, Punjab, Pakistan",True,31.46485,74.3883,Tipsy Retreat,4.0,33.0,33.0,USD,nightly,Raja,1.0,https://www.airbnb.com/users/show/142486315,142486315.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Raja,Private room ,4.33,I am an easy going person and would love to leave a great impression.,False,166,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.69317,73.00646,Tourist friendly place to stay in Islamabad/ F-10,8.0,68.0,68.0,USD,nightly,Syed Muhammad,1.0,https://www.airbnb.com/users/show/243424894,243424894.0,العربية,English,हिन्दी,ਪੰਜਾਬੀ,Not Available,0.9,within a few hours,Syed Muhammad,Private room,5.0,"I am a traveller,  a nature lover, and an adventure-seeker. I have an insatiable thirst for travel and experiences that involve making myself uncomfortable and learning about new cultures. I have been to over 20 countries and feel much comfortable in Gilgit Baltistan which is my native area where top listed activities remained trekking, mountaineering, camping, jeep safari and other adventure related activities.",False,16,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.68916,72.97847,Tourist Twin bed Room,2.0,21.0,21.0,USD,nightly,Haris Ali,1.0,https://www.airbnb.com/users/show/102943954,102943954.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.9,within an hour,Haris Ali,Private room,4.0,"I am an enterpreneur doing business in tourism industry, if you want to visit Pakistan you can contact me for all kind of details from Visa process to end of tour",False,281,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.6889,72.97834,Tourists and Families,2.0,21.0,21.0,USD,nightly,Haris Ali,1.0,https://www.airbnb.com/users/show/102943954,102943954.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.9,within an hour,Haris Ali,Private room,4.11,"I am an enterpreneur doing business in tourism industry, if you want to visit Pakistan you can contact me for all kind of details from Visa process to end of tour",False,281,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.6893,72.97817,Traveler & Family Room,2.0,21.0,21.0,USD,nightly,Haris Ali,1.0,https://www.airbnb.com/users/show/102943954,102943954.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.9,within an hour,Haris Ali,Private room,4.47,"I am an enterpreneur doing business in tourism industry, if you want to visit Pakistan you can contact me for all kind of details from Visa process to end of tour",False,281,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70103,72.97205,Traveler’sDen(FullyFurnished/Netflix/Lower ground.,3.0,39.0,39.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/313572609,313572609.0,Urdu,English,Punjabi,Pashto,Not Available,0.73,within an hour,Syed,Entire place,4.47,I am a frequent traveler and an accountant by profession. I travel a lot so I know what sort of place travellers  are looking for. I try my best to provide the best standards of lodging.,False,53,True,0
"Lahore, Punjab, Pakistan",True,31.47849,74.38842,Travellers delight,4.0,34.0,34.0,USD,nightly,Raja,1.0,https://www.airbnb.com/users/show/142486315,142486315.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Raja,Private room ,4.73,I am an easy going person and would love to leave a great impression.,False,166,True,0
"Lahore, Punjab, Pakistan",False,31.56458,74.32684,Travelling to Lahore | Best Place and Affordable,16.0,30.0,30.0,USD,nightly,Fahid,1.0,https://www.airbnb.com/users/show/354631426,354631426.0,العربية,English,Punjabi,Pashto,Not Available,0.6,within a few hours,Fahid,Private room ,5.0,"I/ Fahid Mir have been a Realtor for more than 15 years in the Middle East. Born and raised in Dubai have had a variant exposure to international realty markets. I have been specializing in Vacation Rentals, Timeshare Rentals, Accommodation and Property Management for the last 10 years. My Property at Montgomery Road Lahore is a Classy Boutique Hotel Experience for all Guests. A complete family environment in the heart of Downtown Lahore. A mix and match of modern contemporary designed suites to luxury enhanced condos influenced decor. Come and experience the true beauty of the historical Lahore City Downtown at my premises

You are always more than welcome to explore my hosting",False,1,True,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.70038,72.9734,Travler's Den 2,2.0,34.0,34.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/313572609,313572609.0,Urdu,English,Punjabi,Pashto,Not Available,0.73,within an hour,Syed,Entire place,4.33,I am a frequent traveler and an accountant by profession. I travel a lot so I know what sort of place travellers  are looking for. I try my best to provide the best standards of lodging.,False,53,True,0
"Lahore, Punjab, Pakistan",False,31.52801,74.34269,Triple Bed Executive,3.0,38.0,38.0,USD,nightly,Premier Inn,1.0,https://www.airbnb.com/users/show/341849462,341849462.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Premier Inn,Private room ,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.65974,72.85792,"Trivelles Executive Suites, Islamabad",3.0,68.0,68.0,USD,nightly,Trivelles,1.0,https://www.airbnb.com/users/show/400104431,400104431.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Trivelles,Entire place,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.72442,73.07388,TulipInn islamabad,14.0,43.0,43.0,USD,nightly,Tulip Inn,1.0,https://www.airbnb.com/users/show/390461970,390461970.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Tulip Inn,Private room,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.45991,74.25773,Twin Rooms Johar Town,2.0,23.0,23.0,USD,nightly,Syed,1.0,https://www.airbnb.com/users/show/359115845,359115845.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.0,a few days or more,Syed,Private room ,5.0,"Hello & Welcome! My name is Syed Ahmed Abbas Rizvi. I am a graduate and running hospitality business more than 15 years.
 I am very excited to be a part of Airbnb Community. 
During my teen age I love to travel and explore my country. I visited beautiful areas like Naran, Kaghan, Murree, Swat Valley, Hunza Valley, Atta Abad Lake, Eagles Nest, Phander Lake, Hingol National Park, Kalash Valleys, Deosai Plains National Park, Fairy Meadows, Khunwjerab Pass, Rakaposhi Base Camp, Rohtas Fort and many more. 
I meet a lot of travelers from all over the world. I always look forward to making new friendships with people around globe. I miss my friends and like to host them. As Anita Desai says "" Where ever you go become a part of you somehow""",True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.68867,72.97946,Twin Sharing Females Room,2.0,11.0,11.0,USD,nightly,Haris Ali,1.0,https://www.airbnb.com/users/show/102943954,102943954.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.9,within an hour,Haris Ali,Shared room ,4.6,"I am an enterpreneur doing business in tourism industry, if you want to visit Pakistan you can contact me for all kind of details from Visa process to end of tour",False,281,True,0
"Lahore, Punjab, Pakistan",False,31.47972,74.26572,TWO BED APARTMENT,4.0,24.0,24.0,USD,nightly,Shoaib,1.0,https://www.airbnb.com/users/show/427836173,427836173.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Shoaib,Entire place,5.0,Not Available,True,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.685,72.985,Two Bed Apartment with Free Parking,6.0,64.0,64.0,USD,nightly,Fahad,1.0,https://www.airbnb.com/users/show/425408860,425408860.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Fahad,Entire place,5.0,"I,m a Real Estate Buisness Man In the heart of Islamabad .",False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",False,33.68888,72.97778,Two Bed Pent House Style Apartment,4.0,51.0,51.0,USD,nightly,Mudassir,1.0,https://www.airbnb.com/users/show/426127295,426127295.0,Urdu,English,Punjabi,Pashto,Not Available,0.0,a few days or more,Mudassir,Entire place,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",False,31.53384,74.29136,Two bedroom apartment in the heart of Samanabad,4.0,43.0,43.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/278644958,278644958.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,0.6640330788804072,unknown,Imran,Entire place,5.0,Not Available,False,2,True,0
"Lahore, Punjab, Pakistan",False,31.45446,74.23886,Two bedroom apartment with kitchen and washroom,4.0,35.0,35.0,USD,nightly,Adnan,1.0,https://www.airbnb.com/users/show/406154329,406154329.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within a few hours,Adnan,Private room ,5.0,Not Available,True,0,False,0
"Lahore, Punjab, Pakistan",True,31.51816,74.42396,Two Bedroom Modern & Clean Apartment,4.0,53.0,53.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/385951101,385951101.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Imran,Entire place,5.0,Not Available,False,7,True,0
"Lahore, Punjab, Pakistan",True,31.59079,74.43065,Two Bedrooms Apartment at Quaid-E-Azam Interchange,8.0,49.0,49.0,USD,nightly,Imran,1.0,https://www.airbnb.com/users/show/385951101,385951101.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Imran,Entire place,5.0,Not Available,False,7,True,0
"Lahore, Punjab, Pakistan",False,31.3788,74.16798,Two Rooms Apartment at ideal location facing park,4.0,49.0,49.0,USD,nightly,Saad,1.0,https://www.airbnb.com/users/show/429614540,429614540.0,Urdu,English,Punjabi,Pashto,Not Available,0.6640330788804072,unknown,Saad,Entire place,5.0,Not Available,False,0,False,0
"Islamabad, Islamabad Capital Territory, Pakistan",True,33.63801,72.92615,UG’s Chic Entire Apt. (Hispeed 15 MB WiFi+Netflix),3.0,38.0,38.0,USD,nightly,Usman,1.0,https://www.airbnb.com/users/show/216633617,216633617.0,English,हिन्दी,ਪੰਜਾਬੀ,Pashto,Not Available,1.0,within an hour,Usman,Entire place,4.86,MBA graduate from FAST-NU. I have worked in corporate sector for almost a decade. Left the job and into entrepreneurship now. I am into many ventures at the same time. I am Easy going. I believe in Live and let live :).,False,186,True,0
"Rawalpindi, Punjab, Pakistan",False,33.55046,73.12193,ULTRA luxury silver oak  finest Place to live,2.0,22.0,22.0,USD,nightly,Osama,1.0,https://www.airbnb.com/users/show/422752837,422752837.0,Urdu,English,Punjabi,Pashto,Not Available,1.0,within an hour,Osama,Entire place,5.0,Not Available,False,13,True,0
