type,name,description
restaurant,Green Lodges,"Green Lodges located at Naran, Mansehra, Khyber Pakhtunkhwa with phone 0347 1116029 in Naran."
restaurant,Green Oaks Cottages,"Green Oaks Cottages located at WM57+9C8 Green Oaks Cottages, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0346 9539496 in Naran."
restaurant,Anwar ul Madina Hotel & Restaurant,"Anwar ul Madina Hotel & Restaurant located at WM62+243, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0346 1168727 in Naran."
restaurant,Alyan Continental Guest Hous,"Alyan Continental Guest Hous located at WJ4X+CRM, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0315 3322366 in Naran."
restaurant,Greenland Motel Naran,"Greenland Motel Naran located at WM42+GGR, Mall Road, near bank islami, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0331 5288867 in Naran."
restaurant,Hotel 1947,"Hotel 1947 located at Hotel 1947naran, Mean road, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0345 4705608 in Naran."
restaurant,Summer Land Hotel Naran - VIP Family Hotel in Naran,"Summer Land Hotel Naran - VIP Family Hotel in Naran located at Main Bazar, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone (0997) 430142 in Naran."
restaurant,Imperial Hotel Naran,"Imperial Hotel Naran located at WJ4X+28P, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430126 in Naran."
restaurant,Kaghan Valley Hotel Naran,"Kaghan Valley Hotel Naran located at WM42+J23, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0349 4731727 in Naran."
restaurant,Qayam Hotel & Apartments Naran,"Qayam Hotel & Apartments Naran located at Qayam Hotel & Apartments with Sayyam Heights & Faletti's hotel Jheel, Saiful Malook Road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0310 2698569 in Naran."
restaurant,Waterstone's Hotel,"Waterstone's Hotel located at VJXX+PXH, Bypass Road،, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0300 8158000 in Naran."
restaurant,Al Rehman Hotel Naran,"Al Rehman Hotel Naran located at WM52+8J6, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0341 1250917 in Naran."
restaurant,Rock Star Hotel Naran,"Rock Star Hotel Naran located at Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0345 1555058 in Naran."
restaurant,Al Noor Hotel Naran,"Al Noor Hotel Naran located at jheel saif ul malook road naran, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0346 5999800 in Naran."
restaurant,Manila Heights Hotel,"Manila Heights Hotel located at Main Road, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0349 4731727 in Naran."
restaurant,Forest View Hotel naran,"Forest View Hotel naran located at WM42+FVH، Naran Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa 21230 with phone 0313 5934580 in Naran."
restaurant,Cecil Hotel,"Cecil Hotel located at N15, Naran, Khyber Pakhtoonkhwa, 21300 with phone (0997) 430130 in Naran."
restaurant,Rockwood Resort Naran,"Rockwood Resort Naran located at 86WC+FVC, Mansehra - Naran - Jalkhad - Chilas Rd, Mansehra, Khyber Pakhtunkhwa 65000 with phone 0333 4112288 in Naran."
restaurant,Belladona Hotel Naran,"Belladona Hotel Naran located at WJ3X+HV2 Belladona Hotel, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430221 in Naran."
restaurant,Manila Huts Naran,"Manila Huts Naran located at Main MNJ Road naran bazar, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0342 4552821 in Naran."
restaurant,Kunhar Hotel River Side Block Naran,"Kunhar Hotel River Side Block Naran located at Kunhar Hotel River Side Block, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0348 2416704 in Naran."
restaurant,Hotel Lucky Inn,"Hotel Lucky Inn located at WJ4X+VQ3, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0346 9310039 in Naran."
restaurant,Swiss Rock Hotel & Resort,"Swiss Rock Hotel & Resort located at Main Bazar, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0332 9877608 in Naran."
restaurant,MOON Light Hotel,"MOON Light Hotel located at Opp:F.c post jheel Road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 1520618 in Naran."
restaurant,Gateway Hotel & Restaurant,"Gateway Hotel & Restaurant located at VJXW+QRP, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0347 0959282 in Naran."
restaurant,Sayyam Heights,"Sayyam Heights located at 73°39'35, 34°54'32.7""N, 4""E Saiful Muluk Rd, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0332 7945964 in Naran."
restaurant,Pine Grove Hotel,"Pine Grove Hotel located at WM57+6R2, jheel saif ul malook road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430049 in Naran."
restaurant,Hotel Eden Naran,"Hotel Eden Naran located at Main Bazar, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, 21300 with phone 0333 3430668 in Naran."
restaurant,Grand Ridge Naran,"Grand Ridge Naran located at Main By Pass Road 75000, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0300 9116443 in Naran."
restaurant,Blue Mountain Hotel,"Blue Mountain Hotel located at Saiful Muluk Rd, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430255 in Naran."
restaurant,Hotel Blackstone,"Hotel Blackstone located at Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0344 0797470 in Naran."
restaurant,Hotel Luxury Palace Naran,"Hotel Luxury Palace Naran located at WM56+P58 Hotel Luxury Palace, Jheel Road, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0300 0430526 in Naran."
restaurant,Royal Hotel Naran,"Royal Hotel Naran located at Main Gilgit Road, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0300 9862244 in Naran."
restaurant,Rozhok Hotel Naran,"Rozhok Hotel Naran located at WM57+JG, Katha, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0300 7888806 in Naran."
restaurant,Mount Hayat Hotel Naran,"Mount Hayat Hotel Naran located at N-15, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0347 1331333 in Naran."
restaurant,"PTDC Motels, Naran","PTDC Motels, Naran located at WM63+J5C, PTDC Motel Area, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430111 in Naran."
restaurant,Pinehills Hotel,"Pinehills Hotel located at Naran Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0300 5108008 in Naran."
restaurant,Pine Park Lake Luxury Resort,"Pine Park Lake Luxury Resort located at Saif-ul-Maluk Rd, Katha, Naran, Mansehra, Khyber Pakhtunkhwa 21200 with phone 0304 1117463 in Naran."
restaurant,Fairy Castle Lodges,"Fairy Castle Lodges located at Road Naran, Jheel, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 6483355 in Naran."
restaurant,Zam Zam Hotel,"Zam Zam Hotel located at N 15 Main Bazar, near 21300, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430025 in Naran."
restaurant,Hotel One Plus,"Hotel One Plus located at WJ3X+7F5, Naran, Mansehra, Khyber Pakhtunkhwa with phone (0997) 430180 in Naran."
restaurant,Afaq Hotel Naran,"Afaq Hotel Naran located at WJ2X+XWM، Naran Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0310 7759257 in Naran."
restaurant,Sun Beam Hotel,"Sun Beam Hotel located at WJ3X+RHJ, Mansehra - Naran - Jalkhad - Chilas Rd, Naran, Mansehra, Khyber Pakhtunkhwa with phone not available in Naran."
restaurant,Naran Hotel,"Naran Hotel located at naram, Naran, Mansehra, Khyber Pakhtunkhwa with phone not available in Naran."
restaurant,Clouds View Hotel and Restaurant,"Clouds View Hotel and Restaurant located at Naran Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 7330338 in Naran."
restaurant,Hotel Home Naran,"Hotel Home Naran located at Naran Bypass Road, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0310 5481000 in Naran."
restaurant,Markhor Inn,"Markhor Inn located at WJ4X+8J Besids the millenium hotel, N-15 Main bazar, Naran, Mansehra, Khyber Pakhtunkhwa 21300 with phone 0345 9690919 in Naran."
restaurant,Quetta Shehbaz Cafe,"Quetta Shehbaz Cafe located at I-9 Markaz I 9 Markaz I-9, Islamabad, Islamabad Capital Territory with phone 0302 5024994 in Quetta."
restaurant,Quetta Namkeen Hotel,"Quetta Namkeen Hotel located at G4GX+727, Sector A DHA Phase II, Islamabad, Islamabad Capital Territory with phone 0333 5086875 in Quetta."
restaurant,Mount and Moon stove,"Mount and Moon stove located at Polo Club, Quetta, Balochistan with phone not available in Quetta."
restaurant,Domino Pizza,"Domino Pizza located at 52P5+6QF, Patel Bagh Modern Colony, Quetta, Balochistan with phone 0303 7444771 in Quetta."
restaurant,Tapsi Karahi Quetta,"Tapsi Karahi Quetta located at 52X7+V56, Club Rd, Quetta, Balochistan with phone 0342 8239221 in Quetta."
restaurant,Quetta Pishin Cafe,"Quetta Pishin Cafe located at J4P4+G94, Service Rd, Professors' Colony Professors Colony Shakrial, Rawalpindi, Punjab 46000 with phone 0304 2732254 in Quetta."
restaurant,New Quetta Zan Zama Restaurant,"New Quetta Zan Zama Restaurant located at 6X7W+32G, Hudda, Quetta, Balochistan with phone 0332 7942350 in Quetta."
restaurant,Javed fish shop,"Javed fish shop located at 52Q7+JX6, Prince Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Quetta MashAllah Cafe,"Quetta MashAllah Cafe located at Plot 13, Sector A Sector C DHA Phase II, Islamabad, Islamabad Capital Territory with phone 0304 2257830 in Quetta."
restaurant,Turkish swarma corner,"Turkish swarma corner located at Shawaksha road near United pakwan center quetta Quetta shawaksha road, A, near United pakwan center, Quetta, 87300 with phone 0324 9276345 in Quetta."
restaurant,Quetta Pakistan Restaurant,"Quetta Pakistan Restaurant located at J26F+56R, Unnamed Road, Westridge 1, Rawalpindi, Punjab 46000 with phone 0300 9308022 in Quetta."
restaurant,Garden Hotel & Restaurant Quetta,"Garden Hotel & Restaurant Quetta located at Khalil Rehman Road, Kaday Ghulam Quetta, Balochistan 87300 with phone not available in Quetta."
restaurant,Quetta Mustafa Cafe 24 Hours Service,"Quetta Mustafa Cafe 24 Hours Service located at P5RJ+7CR, Murree Rd, Barakahu, Islamabad, Islamabad Capital Territory with phone not available in Quetta."
restaurant,کوئٹہ ھوٹل Quetta Hotel,"کوئٹہ ھوٹل Quetta Hotel located at G4PG+WG4, NH 5, Sector A DHA Phase II, Islamabad, Islamabad Capital Territory with phone 0313 8836799 in Quetta."
restaurant,Quetta Balochistan Café,"Quetta Balochistan Café located at J4JQ+V2C, Ghauri Garden, Gardan, Islamabad, Islamabad Capital Territory 44000 with phone not available in Quetta."
restaurant,Quetta Student Cafe,"Quetta Student Cafe located at Street 4, H-13, Islamabad, Islamabad Capital Territory 44220 with phone 0348 8032629 in Quetta."
restaurant,نیو ماشاللہ تندوروالا,"نیو ماشاللہ تندوروالا located at 52M3+HP3, Jan Mohammad Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,New Touseef Quetta Restaurant,"New Touseef Quetta Restaurant located at Main Road, opposite Giga Mall, G.T Sector D DHA Phase II, Islamabad, Islamabad Capital Territory 45730 with phone 0302 2448500 in Quetta."
restaurant,Quetta Lucky Star Restaurant,"Quetta Lucky Star Restaurant located at Al Hayat Plaza, main Double Road, 4c2, Islamabad, 44000 with phone 0316 5437137 in Quetta."
restaurant,Maiwand Food corner Quetta,"Maiwand Food corner Quetta located at 52X7+CCJ, Bohra gali, M.A Jinnah Road, Quetta, Balochistan with phone not available in Quetta."
restaurant,Madina sheekh kabab,"Madina sheekh kabab located at 5XMX+5HC, Quetta, Balochistan with phone not available in Quetta."
restaurant,Quetta Chinar Restaurant,"Quetta Chinar Restaurant located at WJ3X+HFJ, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0333 5649906 in Naran."
restaurant,M k hotel golimar chowk quetta,"M k hotel golimar chowk quetta located at 5XQJ+X6H, Sabzal Rd, Lehriabad, Quetta, Balochistan with phone 0334 2833398 in Quetta."
restaurant,Cafe Quetta,"Cafe Quetta located at M.A Jinnah Road, Quetta, Balochistan with phone not available in Quetta."
restaurant,Baig Snack Bar,"Baig Snack Bar located at M.A Jinnah Road, Quetta, Balochistan 87300 with phone (081) 2835244 in Quetta."
restaurant,Quetta Commercial Cafe,"Quetta Commercial Cafe located at 4 Street 15, I-8/1 I 8/1 I-8, Islamabad, Islamabad Capital Territory with phone 0315 8427286 in Quetta."
restaurant,Road Stoves Airport Road,"Road Stoves Airport Road located at 6XWJ+W9X, Airport Rd, Quetta, Balochistan with phone (081) 2301707 in Quetta."
restaurant,Kabab Attay Hussain Ali,"Kabab Attay Hussain Ali located at 52JJ+MG9, Alamdar Rd, Meherabad, Quetta, Balochistan with phone not available in Quetta."
restaurant,Quetta Chai Khana & resturant,"Quetta Chai Khana & resturant located at G4FW+GR2, Lilly Rd, Sector A DHA, Islamabad, Islamabad Capital Territory 44000 with phone 0301 3749384 in Quetta."
restaurant,Muslim Restaurant مسلم ریسٹورنٹ,"Muslim Restaurant مسلم ریسٹورنٹ located at 52Q3+RG4, Jinnah Rd, Imdad Chowk, Baldia Town, Quetta, Balochistan, Quetta, Balochistan with phone not available in Quetta."
restaurant,New Quetta Darbar Restaurant,"New Quetta Darbar Restaurant located at Lane 14,DHA Phase II, Dha residency, adjacent to DHA gate no 2, Sector A DHA Phase II, Islamabad, Islamabad Capital Territory with phone 0331 2017920 in Quetta."
restaurant,Pizza point (Hot Mail),"Pizza point (Hot Mail) located at 5XHV+4R8, Sariab Rd, near Lala Super Store, Quetta, Balochistan with phone 0335 2451616 in Quetta."
restaurant,Dubai Hills pizza & Fast-food,"Dubai Hills pizza & Fast-food located at near ISUZU Mtoer show room, Quetta, Balochistan 87300 with phone 0305 8113872 in Quetta."
restaurant,Zaiqa Food Point,"Zaiqa Food Point located at 6227+9MC, Quetta, Balochistan with phone not available in Quetta."
restaurant,M Hassani Petrolium And Hotel محمد حسنی پیٹرولیم اینڈ ہوٹل,"M Hassani Petrolium And Hotel محمد حسنی پیٹرولیم اینڈ ہوٹل located at 5XMX+5FQ, Ahmedzai Colony Quetta, Balochistan with phone 0323 2560006 in Quetta."
restaurant,"New Quetta Hawad Cafe, Ghouri Town, Phase 5-B, Islamabad","New Quetta Hawad Cafe, Ghouri Town, Phase 5-B, Islamabad located at Ghori Town Rd, Ghauri Town Phase 5-B Phase 4B Ghauri Town, Islamabad, Islamabad Capital Territory 45550 with phone 0310 1581820 in Quetta."
restaurant,Golfe Quetta Golf club,"Golfe Quetta Golf club located at Golfie Cafe, Golf club, Quetta, Balochistan with phone 0300 4309033 in Quetta."
restaurant,Made in Quetta,"Made in Quetta located at Shop number 24, City Center, D-12 Markaz D 12 Markaz D-12, Islamabad, Islamabad Capital Territory with phone 0343 4511872 in Quetta."
restaurant,Mezban Restaurant,"Mezban Restaurant located at 5XH8+6Q7, Hazara Town, Quetta, ضلع کوئٹہ, Balochistan with phone not available in Quetta."
restaurant,The Taste of Lahore,"The Taste of Lahore located at 52R4+5PM, Quetta, Balochistan with phone 0326 9801583 in Quetta."
restaurant,Mazgi Food Point,"Mazgi Food Point located at Mazgi Food Point, Barma Rd, Hazara Town, Quetta, Balochistan 87300 with phone 0345 0724262 in Quetta."
restaurant,The pizza max quetta,"The pizza max quetta located at 5X8Q+GMV One R, Green Town Quetta, Balochistan with phone 0331 7750003 in Quetta."
restaurant,Hazarajat Restaurant,"Hazarajat Restaurant located at Alamdar Road, Quetta, Balochistan with phone 0340 4775258 in Quetta."
restaurant,California pizza Quetta,"California pizza Quetta located at Nusrat Riaz hospital, Jilani Khan Rd, Satellite Town, Quetta, Balochistan 87300 with phone 0336 7799665 in Quetta."
restaurant,Mama Hotel,"Mama Hotel located at 6X9M+X58, Quetta, Balochistan with phone not available in Quetta."
restaurant,Quetta Shop,"Quetta Shop located at 10-9/5710,A Sillachi Street Sariab Road, Quetta, Balochistan 83700 with phone (081) 2872247 in Quetta."
restaurant,Khanjee restaurant & BBQ,"Khanjee restaurant & BBQ located at New Sabzal Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Mr. sSsAKY,"Mr. sSsAKY located at Toghi Rd, near MDS, Quetta, Balochistan with phone 0333 1273402 in Quetta."
restaurant,kulba Restaurant,"kulba Restaurant located at 5XJ8+6PJ, Shaheed Mujtaba Rd, Hazara Town, Quetta, Balochistan with phone 0313 8575993 in Quetta."
restaurant,BABA JAN Restaurant,"BABA JAN Restaurant located at 52R6+96F, Prince Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Kabab Jee Bar B Q,"Kabab Jee Bar B Q located at GOURDAT, Gurdat Singh Rd, Quetta, Balochistan with phone 0332 0000107 in Quetta."
restaurant,Jani Babu BarBQ,"Jani Babu BarBQ located at 52W8+W5J، صرافہ بازار, Quetta, Balochistan with phone not available in Quetta."
restaurant,Al-Rehman Hotel,"Al-Rehman Hotel located at 5XJW+V74, Sariab Rd, Ahmedzai Colony, Quetta, Balochistan, Ahmed Zai Colony, Quetta, Balochistan with phone 0342 8101146 in Quetta."
restaurant,Sheraz Soup Wala,"Sheraz Soup Wala located at 52WF+5CJ, Toghi Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Green Food Point,"Green Food Point located at 52R8+PHG, Mir Khalil Ur Rehman Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Namak Mandi,"Namak Mandi located at DHA, Quetta, Balochistan with phone not available in Quetta."
restaurant,Road Stoves Pizza,"Road Stoves Pizza located at 626P+H42, Chiltan Rd, Cantonment, Quetta, Balochistan with phone (081) 2882426 in Quetta."
restaurant,Texy stand,"Texy stand located at 6226+6Q6 Bus Stop, Circular Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,OPTP - QUETTA,"OPTP - QUETTA located at 6246+QGH, Samungli Rd, Quetta, Balochistan 87300 with phone 0331 3869183 in Quetta."
restaurant,DUNCH Restaurant,"DUNCH Restaurant located at 62F4+5HC, Askari Park Rd, Quetta, Balochistan 87300 with phone 0321 7170973 in Quetta."
restaurant,Dua Hotel,"Dua Hotel located at 6X75+P47, NH-25, Pashtun Bagh, Quetta, Balochistan with phone not available in Quetta."
restaurant,Quetta,"Quetta located at 2,653 km² with phone not available in Quetta."
restaurant,Quetta Kaltoor Restaurant,"Quetta Kaltoor Restaurant located at Main service road, Srinagar Hwy, opposite PSO Pump, G-13/4 Islamabad, 44000 with phone 0315 3588142 in Quetta."
restaurant,Dukani Baba Hotel,"Dukani Baba Hotel located at 5XMW+C99, Sariab Rd, Ahmedzai Colony, Quetta, Balochistan, Quetta, Balochistan with phone not available in Quetta."
restaurant,Kudrat Hotel,"Kudrat Hotel located at 5XHX+CQC, Double Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,ZAYTOON FOOD CITY (SUBHAN),"ZAYTOON FOOD CITY (SUBHAN) located at 5XPC+33H, Baloch St, A 1 City Housing Society Phase 1, Quetta, Balochistan with phone (081) 2853886 in Quetta."
restaurant,Quetta Hamdan Restaurant,"Quetta Hamdan Restaurant located at Khawaja Corporation chowk, Main Adyala Rd, near tcs office, Rawalpindi, Punjab 46000 with phone 0333 2951346 in Quetta."
restaurant,Dewan Restaurant,"Dewan Restaurant located at near Car Chowk, opp. Begum Akhter Memorial Trust, Phase 6 Gulrez Housing Scheme, Rawalpindi, Punjab 46000 with phone 0307 9090909 in Quetta."
restaurant,Quetta Karachi Cafe,"Quetta Karachi Cafe located at J338+5CG, Marir, Rawalpindi, Punjab 46000 with phone 0300 2940499 in Quetta."
restaurant,usmania restorent,"usmania restorent located at 5X4M+3RP, Sariab Rd, Killi Sardar Bahadur Khan Bangulzai Quetta, Balochistan with phone not available in Quetta."
restaurant,Sada bahar hotel & restaurant,"Sada bahar hotel & restaurant located at 5XGV+VGW, Quetta, Balochistan with phone not available in Quetta."
restaurant,Afghani Kabab Restaurant,"Afghani Kabab Restaurant located at 5XFQ+754, Raisani Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,GOGO PIZZA گو گو پیزا,"GOGO PIZZA گو گو پیزا located at GPO Chowk, Near SK Sports, Circular Rd, Quetta, Balochistan 87300 with phone (081) 2844334 in Quetta."
restaurant,Agha Restaurant and Bar B Q,"Agha Restaurant and Bar B Q located at 5282+VGV, Satellite town chaurangi, near pearl satellite complex, block No#3 Satellite Town, Quetta, Balochistan with phone not available in Quetta."
restaurant,Bee Berry,"Bee Berry located at Shop no 3,6 Khojak Plaza, Samungli Rd, Quetta with phone (081) 2824022 in Quetta."
restaurant,New Quetta Restaurant نیو کوئیٹہ ریسٹورنٹ,"New Quetta Restaurant نیو کوئیٹہ ریسٹورنٹ located at 52Q4+W3P, Jinnah Rd, Khaliqabad, Baldia Town, Quetta, Balochistan, Quetta, Balochistan with phone 0319 2571182 in Quetta."
restaurant,Karachi Birayani کراچی بریانی,"Karachi Birayani کراچی بریانی located at 52WC+79M, Quetta, Balochistan with phone (081) 2833084 in Quetta."
restaurant,Quetta Chaman Restaurant,"Quetta Chaman Restaurant located at Ground Floor, Royal Plaza, 6th Rd, Satellite Town, Rawalpindi, Punjab 46000 with phone not available in Quetta."
restaurant,Food City,"Food City located at 52Q7+PH5 Goverdad Salsabila Hotel, Gurdat Singh Rd, Quetta, Balochistan with phone 0332 5841411 in Quetta."
restaurant,Al-Yousaf Gul Hotel الیوسف گل ہوٹل,"Al-Yousaf Gul Hotel الیوسف گل ہوٹل located at 5XHV+MXR, Sariab Rd, Gulstan-e-Hoti, Quetta, Balochistan, Quetta, Balochistan with phone not available in Quetta."
restaurant,McDonald's,"McDonald's located at 52XC+Q38, Quetta, Balochistan with phone 0302 8500445 in Quetta."
restaurant,Cheese war,"Cheese war located at GPO chwok, near Anfal Academy, Quetta with phone (081) 2849222 in Quetta."
restaurant,Baloch Restaurant,"Baloch Restaurant located at 5X5X+QGC, Ishaq Sakha Rd, Satellite Town, Quetta, Balochistan with phone 0335 1204044 in Quetta."
restaurant,Khush Naseeb Restaurant,"Khush Naseeb Restaurant located at 5XH6+6MH, Barma Rd, Hazara Town, Quetta, Balochistan with phone 0300 9382502 in Quetta."
restaurant,Usama Chaat House,"Usama Chaat House located at Gymkhana Building, Shahwiksha Road, Quetta, Balochistan with phone not available in Quetta."
restaurant,Mehfil Restaurant,"Mehfil Restaurant located at 7X2F+MR9, Baleli Road, Chiltan Housing Society Quetta, Balochistan with phone not available in Quetta."
restaurant,Dua Restaurant & BB,"Dua Restaurant & BB located at 6X3Q+6M3, Street No. 4, Tarkha Kasi Quetta, Balochistan with phone 0333 7231075 in Quetta."
restaurant,Zaiqa Restaurant & Quetta Cafe,"Zaiqa Restaurant & Quetta Cafe located at Plaza NC-1/2, Main Markaz, Islamabad with phone (051) 5739672 in Quetta."
restaurant,Mir Afzal karahi,"Mir Afzal karahi located at Regal Plaza, Circular Rd, Quetta, Balochistan with phone 0345 8152876 in Quetta."
restaurant,Hill Stone Restaurant,"Hill Stone Restaurant located at Shabaz Town Phase 3, Quetta, 87300 with phone 0333 3482853 in Quetta."
restaurant,4 Brothers Pizza,"4 Brothers Pizza located at 5XX9+38Q, Quetta, Balochistan 87300 with phone 0333 2220681 in Quetta."
restaurant,The Full Cup Cafe,"The Full Cup Cafe located at Shop No 86, Samungli Rd, opposite Board Office, Hudda, Quetta, Balochistan 87300 with phone 0333 7806832 in Quetta."
restaurant,Dil Se Pizza Shop,"Dil Se Pizza Shop located at 5XJ8+95H, Shaheed Mujtaba Rd, Hazara Town, Quetta, Balochistan with phone 0300 3868396 in Quetta."
restaurant,Habibi Restaurant,"Habibi Restaurant located at 5XG7+MCM, Hazara Town, Quetta, ضلع کوئٹہ, Balochistan with phone 0305 8221022 in Quetta."
restaurant,KABUL ZAIBA RESTAURANT,"KABUL ZAIBA RESTAURANT located at Ufone Chowk near khojak Plaza, Samungli Rd, Quetta, 87300 with phone 0300 0082744 in Quetta."
restaurant,Gidan restaurant,"Gidan restaurant located at 5X6Q+X7J Sardar Munir, Mengal Road, Quetta, Balochistan with phone 0336 3119559 in Quetta."
restaurant,Madina Biryani Hotel,"Madina Biryani Hotel located at Achakzai Market, satelite town quetta Queta, 87300 with phone 0310 8098921 in Quetta."
restaurant,Chaman khan peshaweri chapli kabab,"Chaman khan peshaweri chapli kabab located at 52W9+JM9, Toghi Rd, Quetta, Balochistan with phone 0301 3747613 in Quetta."
restaurant,Al-Abid Restaurant العابد ریسٹورنٹ,"Al-Abid Restaurant العابد ریسٹورنٹ located at 52R6+8H9, Prince Rd, Baldia Town, Quetta, Balochistan, Quetta, Balochistan with phone not available in Quetta."
restaurant,Sardar's Broast,"Sardar's Broast located at Toghi Rd, Quetta, Balochistan 83700 with phone 0334 3368047 in Quetta."
restaurant,Sardar Restaurant,"Sardar Restaurant located at 5XCV+F46, Sariab Road, Geraj, Gali No.1, Quetta, Balochistan with phone not available in Quetta."
restaurant,Afghan Kabul Jan BBQ,"Afghan Kabul Jan BBQ located at 5273+R9X, Satellite Town, Quetta, Balochistan with phone (081) 2447580 in Quetta."
restaurant,Chico's cafe Quetta,"Chico's cafe Quetta located at Kalat Mall, Dukani Baba Chowk, Quetta, Balochistan 87300 with phone 0341 0855127 in Quetta."
restaurant,Sorriso Cafe & Restaurant,"Sorriso Cafe & Restaurant located at No. 2, Olive Plaza, Zarghun Road, near General Post Office, Quetta, Balochistan with phone (081) 2825511 in Quetta."
restaurant,Jaan Broast Nashta,"Jaan Broast Nashta located at 52Q8+G48, Prince Rd, Quetta, Balochistan with phone (081) 2664466 in Quetta."
restaurant,Moraco Pizza,"Moraco Pizza located at phase 3 Shahbaz Town, Quetta, Balochistan 87300 with phone (081) 2863366 in Quetta."
restaurant,Green & Spicy,"Green & Spicy located at Bushra Tower, Samungli Rd, Phase 4 Shahbaz Town, Quetta, Balochistan 87300 with phone 0345 8378388 in Quetta."
restaurant,BABA JEE Restaurant And Juice Bar,"BABA JEE Restaurant And Juice Bar located at Thana Rd, Quetta, Balochistan 87300 with phone 0335 2828486 in Quetta."
restaurant,ALBAYT BAR BQ QUETTA,"ALBAYT BAR BQ QUETTA located at 52Q8+8F9, Khudiadad Rd, Muslim Town Quetta, Balochistan with phone not available in Quetta."
restaurant,Haji Muhammad Furqan Kabab House,"Haji Muhammad Furqan Kabab House located at 6-9/11 Toghi Rd, Quetta, Balochistan with phone 0333 7822308 in Quetta."
restaurant,Al Baik Broast & BBQ,"Al Baik Broast & BBQ located at fida building, main sumgli road, Simongli Town, Quetta, Balochistan with phone 0331 7750003 in Quetta."
restaurant,MY PIZZA HUT,"MY PIZZA HUT located at MAIN Samungli Rd, Simongli Town, Quetta, Balochistan with phone 0333 8886836 in Quetta."
restaurant,Road Stoves Cafe,"Road Stoves Cafe located at 6246+R75 Sahaar Bakery، Ahojak Plaza, Samungli Rd، near Quetta, Balochistan with phone (081) 2825971 in Quetta."
restaurant,Global Center Food Points,"Global Center Food Points located at Global Center, Share-e-Gulistan Rd, Quetta, Balochistan 87300 with phone (081) 2309122 in Quetta."
restaurant,Village Restaurant,"Village Restaurant located at 52X8+P55, Jamal uddin Afghani Rd, Quetta, Balochistan with phone not available in Quetta."
restaurant,Moon Restaurant,"Moon Restaurant located at WJ3X+54M, Naran, Mansehra, Khyber Pakhtunkhwa with phone 0342 2922080 in  Batakundi."
restaurant,Rashidi Hotel,"Rashidi Hotel located at 5XQM+M99, Brewery Rd, Lehriabad, Quetta, Balochistan with phone (081) 2444735 in Quetta."
